  278    0.46705E+04    0.58012E+01    0.29091E-01    0.10212E+03
  279    0.46410E+04    0.59474E+01    0.29266E-01    0.10312E+03
  280    0.46112E+04    0.60953E+01    0.29440E-01    0.10409E+03
  281    0.45812E+04    0.62450E+01    0.29613E-01    0.10504E+03
  282    0.45509E+04    0.63963E+01    0.29786E-01    0.10595E+03
  283    0.45204E+04    0.65492E+01    0.29958E-01    0.10684E+03
  284    0.44897E+04    0.67039E+01    0.30129E-01    0.10769E+03
  285    0.44587E+04    0.68601E+01    0.30300E-01    0.10851E+03
  286    0.44276E+04    0.70179E+01    0.30470E-01    0.10931E+03
  287    0.43962E+04    0.71773E+01    0.30640E-01    0.11006E+03
  288    0.43647E+04    0.73382E+01    0.30808E-01    0.11079E+03
  289    0.43330E+04    0.75006E+01    0.30977E-01    0.11148E+03
  290    0.43011E+04    0.76645E+01    0.31144E-01    0.11214E+03
  291    0.42691E+04    0.78298E+01    0.31311E-01    0.11276E+03
  292    0.42370E+04    0.79966E+01    0.31477E-01    0.11335E+03
  293    0.42047E+04    0.81648E+01    0.31642E-01    0.11390E+03
  294    0.41723E+04    0.83343E+01    0.31807E-01    0.11442E+03
  295    0.41397E+04    0.85053E+01    0.31970E-01    0.11489E+03
  296    0.41071E+04    0.86775E+01    0.32133E-01    0.11533E+03
  297    0.40744E+04    0.88510E+01    0.32296E-01    0.11573E+03
  298    0.40416E+04    0.90259E+01    0.32457E-01    0.11610E+03
  299    0.40087E+04    0.92019E+01    0.32618E-01    0.11642E+03
  300    0.39758E+04    0.93792E+01    0.32778E-01    0.11670E+03
  301    0.39428E+04    0.95577E+01    0.32938E-01    0.11695E+03
  302    0.39098E+04    0.97373E+01    0.33096E-01    0.11715E+03
  303    0.38767E+04    0.99179E+01    0.33254E-01    0.11731E+03
  304    0.38437E+04    0.10100E+02    0.33412E-01    0.11743E+03
  305    0.38106E+04    0.10282E+02    0.33568E-01    0.11751E+03
  306    0.37775E+04    0.10465E+02    0.33724E-01    0.11756E+03
  307    0.37444E+04    0.10649E+02    0.33879E-01    0.11756E+03
  308    0.37114E+04    0.10834E+02    0.34033E-01    0.11752E+03
  309    0.36784E+04    0.11019E+02    0.34186E-01    0.11745E+03
  310    0.36454E+04    0.11205E+02    0.34339E-01    0.11734E+03
  311    0.36124E+04    0.11392E+02    0.34491E-01    0.11719E+03
  312    0.35795E+04    0.11578E+02    0.34642E-01    0.11700E+03
  313    0.35466E+04    0.11765E+02    0.34793E-01    0.11677E+03
  314    0.35139E+04    0.11952E+02    0.34943E-01    0.11651E+03
  315    0.34812E+04    0.12140E+02    0.35092E-01    0.11621E+03
  316    0.34486E+04    0.12327E+02    0.35240E-01    0.11587E+03
  317    0.34161E+04    0.12514E+02    0.35388E-01    0.11549E+03
  318    0.33836E+04    0.12701E+02    0.35535E-01    0.11508E+03
  319    0.33514E+04    0.12888E+02    0.35682E-01    0.11463E+03
  320    0.33192E+04    0.13075E+02    0.35827E-01    0.11415E+03
  321    0.32872E+04    0.13262E+02    0.35973E-01    0.11363E+03
  322    0.32553E+04    0.13448E+02    0.36117E-01    0.11307E+03
  323    0.32235E+04    0.13633E+02    0.36261E-01    0.11248E+03
  324    0.31920E+04    0.13818E+02    0.36404E-01    0.11186E+03
  325    0.31606E+04    0.14003E+02    0.36547E-01    0.11120E+03
  326    0.31293E+04    0.14187E+02    0.36689E-01    0.11050E+03
  327    0.30983E+04    0.14370E+02    0.36830E-01    0.10977E+03
  328    0.30674E+04    0.14552E+02    0.36971E-01    0.10901E+03
  329    0.30368E+04    0.14733E+02    0.37111E-01    0.10821E+03
  330    0.30064E+04    0.14913E+02    0.37251E-01    0.10738E+03
  331    0.29762E+04    0.15092E+02    0.37391E-01    0.10651E+03
  332    0.29462E+04    0.15270E+02    0.37529E-01    0.10562E+03
  333    0.29165E+04    0.15447E+02    0.37668E-01    0.10469E+03
  334    0.28870E+04    0.15622E+02    0.37805E-01    0.10372E+03
  335    0.28578E+04    0.15796E+02    0.37943E-01    0.10273E+03
  336    0.28289E+04    0.15969E+02    0.38080E-01    0.10170E+03
  337    0.28002E+04    0.16140E+02    0.38216E-01    0.10064E+03
  338    0.27718E+04    0.16309E+02    0.38352E-01    0.99551E+02
  339    0.27437E+04    0.16477E+02    0.38488E-01    0.98429E+02
  340    0.27160E+04    0.16643E+02    0.38623E-01    0.97276E+02
  341    0.26885E+04    0.16808E+02    0.38758E-01    0.96092E+02
  342    0.26614E+04    0.16970E+02    0.38893E-01    0.94878E+02
  343    0.26346E+04    0.17130E+02    0.39027E-01    0.93633E+02
  344    0.26081E+04    0.17288E+02    0.39161E-01    0.92357E+02
  345    0.25820E+04    0.17445E+02    0.39295E-01    0.91052E+02
  346    0.25562E+04    0.17599E+02    0.39428E-01    0.89718E+02
  347    0.25308E+04    0.17750E+02    0.39561E-01    0.88354E+02
  348    0.25058E+04    0.17900E+02    0.39694E-01    0.86961E+02
  349    0.24812E+04    0.18046E+02    0.39827E-01    0.85539E+02
  350    0.24569E+04    0.18191E+02    0.39960E-01    0.84089E+02
  351    0.24331E+04    0.18333E+02    0.40092E-01    0.82610E+02
  352    0.24097E+04    0.18472E+02    0.40224E-01    0.81104E+02
  353    0.23866E+04    0.18608E+02    0.40357E-01    0.79571E+02
  354    0.23640E+04    0.18742E+02    0.40489E-01    0.78012E+02
  355    0.23418E+04    0.18873E+02    0.40621E-01    0.76429E+02
  356    0.23200E+04    0.19002E+02    0.40753E-01    0.74821E+02
  357    0.22986E+04    0.19127E+02    0.40885E-01    0.73190E+02
  358    0.22776E+04    0.19250E+02    0.41017E-01    0.71536E+02
  359    0.22570E+04    0.19370E+02    0.41149E-01    0.69861E+02
  360    0.22369E+04    0.19487E+02    0.41281E-01    0.68165E+02
  361    0.22171E+04    0.19601E+02    0.41413E-01    0.66448E+02
  362    0.21978E+04    0.19712E+02    0.41545E-01    0.64713E+02
  363    0.21788E+04    0.19820E+02    0.41677E-01    0.62960E+02
  364    0.21603E+04    0.19925E+02    0.41810E-01    0.61189E+02
  365    0.21422E+04    0.20027E+02    0.41942E-01    0.59401E+02
  366    0.21245E+04    0.20126E+02    0.42075E-01    0.57598E+02
  367    0.21072E+04    0.20221E+02    0.42208E-01    0.55779E+02
  368    0.20903E+04    0.20314E+02    0.42341E-01    0.53947E+02
  369    0.20739E+04    0.20403E+02    0.42474E-01    0.52101E+02
  370    0.20579E+04    0.20489E+02    0.42608E-01    0.50243E+02
  371    0.20422E+04    0.20572E+02    0.42742E-01    0.48373E+02
  372    0.20271E+04    0.20651E+02    0.42876E-01    0.46492E+02
  373    0.20123E+04    0.20727E+02    0.43011E-01    0.44601E+02
  374    0.19979E+04    0.20799E+02    0.43146E-01    0.42702E+02
  375    0.19840E+04    0.20868E+02    0.43281E-01    0.40794E+02
  376    0.19705E+04    0.20934E+02    0.43417E-01    0.38878E+02
  377    0.19574E+04    0.20996E+02    0.43553E-01    0.36956E+02
  378    0.19447E+04    0.21054E+02    0.43690E-01    0.35028E+02
  379    0.19325E+04    0.21109E+02    0.43827E-01    0.33095E+02
  380    0.19206E+04    0.21160E+02    0.43964E-01    0.31158E+02
  381    0.19092E+04    0.21208E+02    0.44102E-01    0.29218E+02
  382    0.18983E+04    0.21252E+02    0.44241E-01    0.27275E+02
  383    0.18877E+04    0.21292E+02    0.44380E-01    0.25331E+02
  384    0.18776E+04    0.21328E+02    0.44520E-01    0.23386E+02
  385    0.18679E+04    0.21361E+02    0.44660E-01    0.21440E+02
  386    0.18586E+04    0.21390E+02    0.44801E-01    0.19496E+02
  387    0.18498E+04    0.21415E+02    0.44943E-01    0.17554E+02
  388    0.18414E+04    0.21436E+02    0.45085E-01    0.15613E+02
  389    0.18334E+04    0.21453E+02    0.45228E-01    0.13677E+02
  390    0.18258E+04    0.21466E+02    0.45372E-01    0.11744E+02
  391    0.18187E+04    0.21475E+02    0.45516E-01    0.98167E+01
  392    0.18120E+04    0.21480E+02    0.45661E-01    0.78950E+01
  393    0.18058E+04    0.21481E+02    0.45807E-01    0.59799E+01
  394    0.17999E+04    0.21477E+02    0.45954E-01    0.40724E+01
  395    0.17945E+04    0.21470E+02    0.46102E-01    0.21732E+01
  396    0.17896E+04    0.21458E+02    0.46250E-01    0.28306E+00
